,agency,uploaded_on,value,uploaded_dt,dt_scrape,description
2179,DEPARTMENT OF STATE,2/26/2025,8710.0,2025-02-26,2025-03-05-1332,
2180,DEPARTMENT OF STATE,2/26/2025,8695.0,2025-02-26,2025-03-05-1332,
2181,DEPARTMENT OF STATE,2/26/2025,8689.0,2025-02-26,2025-03-05-1332,
2182,DEPARTMENT OF STATE,2/26/2025,8640.0,2025-02-26,2025-03-05-1332,
2183,DEPARTMENT OF STATE,2/26/2025,8620.69,2025-02-26,2025-03-05-1332,
2184,DEPARTMENT OF STATE,2/26/2025,8583.51,2025-02-26,2025-03-05-1332,
2185,DEPARTMENT OF STATE,2/26/2025,8569.0,2025-02-26,2025-03-05-1332,
2186,DEPARTMENT OF STATE,2/26/2025,8515.0,2025-02-26,2025-03-05-1332,
2187,DEPARTMENT OF STATE,2/26/2025,8514.0,2025-02-26,2025-03-05-1332,
2188,DEPARTMENT OF STATE,2/26/2025,8400.0,2025-02-26,2025-03-05-1332,
2189,DEPARTMENT OF STATE,2/26/2025,8342.38,2025-02-26,2025-03-05-1332,
2190,DEPARTMENT OF STATE,2/26/2025,8232.0,2025-02-26,2025-03-05-1332,
2191,DEPARTMENT OF STATE,2/26/2025,9502.37,2025-02-26,2025-03-05-1332,
2192,DEPARTMENT OF STATE,2/26/2025,8111.0,2025-02-26,2025-03-05-1332,
2193,DEPARTMENT OF STATE,2/26/2025,8073.76,2025-02-26,2025-03-05-1332,
2194,DEPARTMENT OF STATE,2/26/2025,8063.0,2025-02-26,2025-03-05-1332,
2195,DEPARTMENT OF STATE,2/26/2025,8042.0,2025-02-26,2025-03-05-1332,
2196,DEPARTMENT OF STATE,2/26/2025,8150.0,2025-02-26,2025-03-05-1332,
2197,DEPARTMENT OF STATE,2/26/2025,7999.02,2025-02-26,2025-03-05-1332,
2198,DEPARTMENT OF STATE,2/26/2025,7980.0,2025-02-26,2025-03-05-1332,
2199,DEPARTMENT OF STATE,2/26/2025,7880.0,2025-02-26,2025-03-05-1332,
2200,DEPARTMENT OF STATE,2/26/2025,7855.0,2025-02-26,2025-03-05-1332,
2201,DEPARTMENT OF STATE,2/26/2025,7845.0,2025-02-26,2025-03-05-1332,
2202,DEPARTMENT OF STATE,2/26/2025,7800.0,2025-02-26,2025-03-05-1332,
2203,DEPARTMENT OF STATE,2/26/2025,20430.0,2025-02-26,2025-03-05-1332,
2204,DEPARTMENT OF STATE,2/26/2025,7747.0,2025-02-26,2025-03-05-1332,
2205,DEPARTMENT OF STATE,2/26/2025,7710.0,2025-02-26,2025-03-05-1332,
2206,DEPARTMENT OF STATE,2/26/2025,7775.0,2025-02-26,2025-03-05-1332,
2207,DEPARTMENT OF STATE,2/26/2025,7575.0,2025-02-26,2025-03-05-1332,
2208,DEPARTMENT OF STATE,2/26/2025,7480.0,2025-02-26,2025-03-05-1332,
2209,DEPARTMENT OF STATE,2/26/2025,7470.0,2025-02-26,2025-03-05-1332,
2210,DEPARTMENT OF STATE,2/26/2025,7462.0,2025-02-26,2025-03-05-1332,
2211,DEPARTMENT OF STATE,2/26/2025,7395.5,2025-02-26,2025-03-05-1332,
2212,DEPARTMENT OF STATE,2/26/2025,7395.0,2025-02-26,2025-03-05-1332,
2213,DEPARTMENT OF STATE,2/26/2025,7370.96,2025-02-26,2025-03-05-1332,
2214,DEPARTMENT OF STATE,2/26/2025,7350.0,2025-02-26,2025-03-05-1332,
2215,DEPARTMENT OF STATE,2/26/2025,7300.0,2025-02-26,2025-03-05-1332,
2216,DEPARTMENT OF STATE,2/26/2025,7280.0,2025-02-26,2025-03-05-1332,
2217,DEPARTMENT OF STATE,2/26/2025,7268.0,2025-02-26,2025-03-05-1332,
2218,DEPARTMENT OF STATE,2/26/2025,7260.0,2025-02-26,2025-03-05-1332,
2219,DEPARTMENT OF STATE,2/26/2025,7250.0,2025-02-26,2025-03-05-1332,
2220,DEPARTMENT OF STATE,2/26/2025,7216.0,2025-02-26,2025-03-05-1332,
2221,DEPARTMENT OF STATE,2/26/2025,7200.0,2025-02-26,2025-03-05-1332,
2222,DEPARTMENT OF STATE,2/26/2025,7100.0,2025-02-26,2025-03-05-1332,
2223,DEPARTMENT OF STATE,2/26/2025,7060.0,2025-02-26,2025-03-05-1332,
2224,DEPARTMENT OF STATE,2/26/2025,7615.0,2025-02-26,2025-03-05-1332,
2225,DEPARTMENT OF STATE,2/26/2025,6998.0,2025-02-26,2025-03-05-1332,
2226,DEPARTMENT OF STATE,2/26/2025,6997.0,2025-02-26,2025-03-05-1332,
2227,DEPARTMENT OF STATE,2/26/2025,6984.0,2025-02-26,2025-03-05-1332,
2228,DEPARTMENT OF STATE,2/26/2025,6947.0,2025-02-26,2025-03-05-1332,
2229,DEPARTMENT OF STATE,2/26/2025,6922.0,2025-02-26,2025-03-05-1332,
2230,DEPARTMENT OF STATE,2/26/2025,6895.0,2025-02-26,2025-03-05-1332,
2231,DEPARTMENT OF STATE,2/26/2025,6880.0,2025-02-26,2025-03-05-1332,
2232,DEPARTMENT OF STATE,2/26/2025,6847.0,2025-02-26,2025-03-05-1332,
2233,DEPARTMENT OF STATE,2/26/2025,6800.0,2025-02-26,2025-03-05-1332,
2234,DEPARTMENT OF STATE,2/26/2025,6720.0,2025-02-26,2025-03-05-1332,
2235,DEPARTMENT OF STATE,2/26/2025,6640.0,2025-02-26,2025-03-05-1332,
2236,DEPARTMENT OF STATE,2/26/2025,6633.0,2025-02-26,2025-03-05-1332,
2237,DEPARTMENT OF STATE,2/26/2025,6580.0,2025-02-26,2025-03-05-1332,
2238,DEPARTMENT OF STATE,2/26/2025,6510.0,2025-02-26,2025-03-05-1332,
2239,DEPARTMENT OF STATE,2/26/2025,6477.0,2025-02-26,2025-03-05-1332,
2240,DEPARTMENT OF STATE,2/26/2025,6420.0,2025-02-26,2025-03-05-1332,
2241,DEPARTMENT OF STATE,2/26/2025,6350.0,2025-02-26,2025-03-05-1332,
2242,DEPARTMENT OF STATE,2/26/2025,6251.0,2025-02-26,2025-03-05-1332,
2243,DEPARTMENT OF STATE,2/26/2025,6230.0,2025-02-26,2025-03-05-1332,
2244,DEPARTMENT OF STATE,2/26/2025,6200.0,2025-02-26,2025-03-05-1332,
2245,DEPARTMENT OF STATE,2/26/2025,6159.0,2025-02-26,2025-03-05-1332,
2246,DEPARTMENT OF STATE,2/26/2025,6150.0,2025-02-26,2025-03-05-1332,
2247,DEPARTMENT OF STATE,2/26/2025,6144.0,2025-02-26,2025-03-05-1332,
2248,DEPARTMENT OF STATE,2/26/2025,6072.0,2025-02-26,2025-03-05-1332,
2249,DEPARTMENT OF STATE,2/26/2025,6050.0,2025-02-26,2025-03-05-1332,
2250,DEPARTMENT OF STATE,2/26/2025,6027.0,2025-02-26,2025-03-05-1332,
2251,DEPARTMENT OF STATE,2/26/2025,5995.0,2025-02-26,2025-03-05-1332,
2252,DEPARTMENT OF STATE,2/26/2025,5984.0,2025-02-26,2025-03-05-1332,
2253,DEPARTMENT OF STATE,2/26/2025,5950.0,2025-02-26,2025-03-05-1332,
2254,DEPARTMENT OF STATE,2/26/2025,5884.0,2025-02-26,2025-03-05-1332,
2255,DEPARTMENT OF STATE,2/26/2025,5872.0,2025-02-26,2025-03-05-1332,
2256,DEPARTMENT OF STATE,2/26/2025,5850.0,2025-02-26,2025-03-05-1332,
2257,DEPARTMENT OF STATE,2/26/2025,5800.0,2025-02-26,2025-03-05-1332,
2258,DEPARTMENT OF STATE,2/26/2025,5773.0,2025-02-26,2025-03-05-1332,
2259,DEPARTMENT OF STATE,2/26/2025,5750.0,2025-02-26,2025-03-05-1332,
2260,DEPARTMENT OF STATE,2/26/2025,5600.0,2025-02-26,2025-03-05-1332,
2261,DEPARTMENT OF STATE,2/26/2025,5560.0,2025-02-26,2025-03-05-1332,
2262,DEPARTMENT OF STATE,2/26/2025,5524.0,2025-02-26,2025-03-05-1332,
2263,DEPARTMENT OF STATE,2/26/2025,5508.0,2025-02-26,2025-03-05-1332,
2264,DEPARTMENT OF STATE,2/26/2025,5490.0,2025-02-26,2025-03-05-1332,
2265,DEPARTMENT OF STATE,2/26/2025,5440.0,2025-02-26,2025-03-05-1332,
2266,DEPARTMENT OF STATE,2/26/2025,5400.0,2025-02-26,2025-03-05-1332,
2267,DEPARTMENT OF STATE,2/26/2025,5390.0,2025-02-26,2025-03-05-1332,
2268,DEPARTMENT OF STATE,2/26/2025,5360.0,2025-02-26,2025-03-05-1332,
2269,DEPARTMENT OF STATE,2/26/2025,5320.0,2025-02-26,2025-03-05-1332,
2270,DEPARTMENT OF STATE,2/26/2025,5272.0,2025-02-26,2025-03-05-1332,
2271,DEPARTMENT OF STATE,2/26/2025,5250.0,2025-02-26,2025-03-05-1332,
2272,DEPARTMENT OF STATE,2/26/2025,5155.0,2025-02-26,2025-03-05-1332,
2273,DEPARTMENT OF STATE,2/26/2025,5040.0,2025-02-26,2025-03-05-1332,
2274,DEPARTMENT OF STATE,2/26/2025,4999.0,2025-02-26,2025-03-05-1332,
2275,DEPARTMENT OF STATE,2/26/2025,4977.0,2025-02-26,2025-03-05-1332,
2276,DEPARTMENT OF STATE,2/26/2025,4958.0,2025-02-26,2025-03-05-1332,
2277,DEPARTMENT OF STATE,2/26/2025,4950.0,2025-02-26,2025-03-05-1332,
2278,DEPARTMENT OF STATE,2/26/2025,4908.0,2025-02-26,2025-03-05-1332,
2279,DEPARTMENT OF STATE,2/26/2025,4890.0,2025-02-26,2025-03-05-1332,
2280,DEPARTMENT OF STATE,2/26/2025,4884.0,2025-02-26,2025-03-05-1332,
2281,DEPARTMENT OF STATE,2/26/2025,4819.5,2025-02-26,2025-03-05-1332,
2282,DEPARTMENT OF STATE,2/26/2025,4809.0,2025-02-26,2025-03-05-1332,
2283,DEPARTMENT OF STATE,2/26/2025,4786.04,2025-02-26,2025-03-05-1332,
2284,DEPARTMENT OF STATE,2/26/2025,4778.0,2025-02-26,2025-03-05-1332,
2285,DEPARTMENT OF STATE,2/26/2025,4750.0,2025-02-26,2025-03-05-1332,
2286,DEPARTMENT OF STATE,2/26/2025,4740.0,2025-02-26,2025-03-05-1332,
2287,DEPARTMENT OF STATE,2/26/2025,4735.0,2025-02-26,2025-03-05-1332,
2288,DEPARTMENT OF STATE,2/26/2025,4713.14,2025-02-26,2025-03-05-1332,
2289,DEPARTMENT OF STATE,2/26/2025,4700.0,2025-02-26,2025-03-05-1332,
2290,DEPARTMENT OF STATE,2/26/2025,4657.0,2025-02-26,2025-03-05-1332,
2291,DEPARTMENT OF STATE,2/26/2025,4580.0,2025-02-26,2025-03-05-1332,
2292,DEPARTMENT OF STATE,2/26/2025,4538.0,2025-02-26,2025-03-05-1332,
2293,DEPARTMENT OF STATE,2/26/2025,4483.0,2025-02-26,2025-03-05-1332,
2294,DEPARTMENT OF STATE,2/26/2025,4480.0,2025-02-26,2025-03-05-1332,
2295,DEPARTMENT OF STATE,2/26/2025,4460.0,2025-02-26,2025-03-05-1332,
2296,DEPARTMENT OF STATE,2/26/2025,4400.0,2025-02-26,2025-03-05-1332,
2297,DEPARTMENT OF STATE,2/26/2025,4359.0,2025-02-26,2025-03-05-1332,
2298,DEPARTMENT OF STATE,2/26/2025,4288.0,2025-02-26,2025-03-05-1332,
2299,DEPARTMENT OF STATE,2/26/2025,3998.0,2025-02-26,2025-03-05-1332,
2300,DEPARTMENT OF STATE,2/26/2025,3800.0,2025-02-26,2025-03-05-1332,
2301,DEPARTMENT OF STATE,2/26/2025,3792.0,2025-02-26,2025-03-05-1332,
2302,DEPARTMENT OF STATE,2/26/2025,3717.0,2025-02-26,2025-03-05-1332,
2303,DEPARTMENT OF STATE,2/26/2025,3673.0,2025-02-26,2025-03-05-1332,
2304,DEPARTMENT OF STATE,2/26/2025,3519.0,2025-02-26,2025-03-05-1332,
2305,DEPARTMENT OF STATE,2/26/2025,3400.0,2025-02-26,2025-03-05-1332,
2306,DEPARTMENT OF STATE,2/26/2025,3386.0,2025-02-26,2025-03-05-1332,
2307,DEPARTMENT OF STATE,2/26/2025,3255.0,2025-02-26,2025-03-05-1332,
2308,DEPARTMENT OF STATE,2/26/2025,3203.0,2025-02-26,2025-03-05-1332,
2309,DEPARTMENT OF STATE,2/26/2025,3180.0,2025-02-26,2025-03-05-1332,
2310,DEPARTMENT OF STATE,2/26/2025,3091.0,2025-02-26,2025-03-05-1332,
2311,DEPARTMENT OF STATE,2/26/2025,3063.0,2025-02-26,2025-03-05-1332,
2312,DEPARTMENT OF STATE,2/26/2025,3015.0,2025-02-26,2025-03-05-1332,
2313,DEPARTMENT OF STATE,2/26/2025,3007.0,2025-02-26,2025-03-05-1332,
2314,DEPARTMENT OF STATE,2/26/2025,3005.0,2025-02-26,2025-03-05-1332,
2315,DEPARTMENT OF STATE,2/26/2025,2975.0,2025-02-26,2025-03-05-1332,
2316,DEPARTMENT OF STATE,2/26/2025,2948.0,2025-02-26,2025-03-05-1332,
2317,DEPARTMENT OF STATE,2/26/2025,2850.0,2025-02-26,2025-03-05-1332,
2318,DEPARTMENT OF STATE,2/26/2025,2818.0,2025-02-26,2025-03-05-1332,
2319,DEPARTMENT OF STATE,2/26/2025,2750.0,2025-02-26,2025-03-05-1332,
2320,DEPARTMENT OF STATE,2/26/2025,2719.8,2025-02-26,2025-03-05-1332,
2321,DEPARTMENT OF STATE,2/26/2025,2700.0,2025-02-26,2025-03-05-1332,
2322,DEPARTMENT OF STATE,2/26/2025,2685.0,2025-02-26,2025-03-05-1332,
2323,DEPARTMENT OF STATE,2/26/2025,2595.0,2025-02-26,2025-03-05-1332,
2324,DEPARTMENT OF STATE,2/26/2025,2570.0,2025-02-26,2025-03-05-1332,
2325,DEPARTMENT OF STATE,2/26/2025,2552.0,2025-02-26,2025-03-05-1332,
2326,DEPARTMENT OF STATE,2/26/2025,2495.0,2025-02-26,2025-03-05-1332,
2327,DEPARTMENT OF STATE,2/26/2025,2471.0,2025-02-26,2025-03-05-1332,
2328,DEPARTMENT OF STATE,2/26/2025,2417.5,2025-02-26,2025-03-05-1332,
2329,DEPARTMENT OF STATE,2/26/2025,2416.5,2025-02-26,2025-03-05-1332,
2330,DEPARTMENT OF STATE,2/26/2025,2398.0,2025-02-26,2025-03-05-1332,
2331,DEPARTMENT OF STATE,2/26/2025,2296.0,2025-02-26,2025-03-05-1332,
2332,DEPARTMENT OF STATE,2/26/2025,2250.0,2025-02-26,2025-03-05-1332,
2333,DEPARTMENT OF STATE,2/26/2025,2228.23,2025-02-26,2025-03-05-1332,
2334,DEPARTMENT OF STATE,2/26/2025,2212.5,2025-02-26,2025-03-05-1332,
2335,DEPARTMENT OF STATE,2/26/2025,2063.0,2025-02-26,2025-03-05-1332,
2336,DEPARTMENT OF STATE,2/26/2025,1957.0,2025-02-26,2025-03-05-1332,
2337,DEPARTMENT OF STATE,2/26/2025,1937.0,2025-02-26,2025-03-05-1332,
2338,DEPARTMENT OF STATE,2/26/2025,1829.0,2025-02-26,2025-03-05-1332,
2339,DEPARTMENT OF STATE,2/26/2025,1800.0,2025-02-26,2025-03-05-1332,
2340,DEPARTMENT OF STATE,2/26/2025,1700.0,2025-02-26,2025-03-05-1332,
2341,DEPARTMENT OF STATE,2/26/2025,1600.0,2025-02-26,2025-03-05-1332,
2342,DEPARTMENT OF STATE,2/26/2025,1537.0,2025-02-26,2025-03-05-1332,
2343,DEPARTMENT OF STATE,2/26/2025,1453.0,2025-02-26,2025-03-05-1332,
2344,DEPARTMENT OF STATE,2/26/2025,1446.35,2025-02-26,2025-03-05-1332,
2345,DEPARTMENT OF STATE,2/26/2025,1412.0,2025-02-26,2025-03-05-1332,
2346,DEPARTMENT OF STATE,2/26/2025,1350.0,2025-02-26,2025-03-05-1332,
2347,DEPARTMENT OF STATE,2/26/2025,1327.5,2025-02-26,2025-03-05-1332,
2348,DEPARTMENT OF STATE,2/26/2025,1270.0,2025-02-26,2025-03-05-1332,
2349,DEPARTMENT OF STATE,2/26/2025,1172.03,2025-02-26,2025-03-05-1332,
2350,DEPARTMENT OF STATE,2/26/2025,1059.92,2025-02-26,2025-03-05-1332,
2351,DEPARTMENT OF STATE,2/26/2025,1050.0,2025-02-26,2025-03-05-1332,
2352,DEPARTMENT OF STATE,2/26/2025,1030.0,2025-02-26,2025-03-05-1332,
2353,DEPARTMENT OF STATE,2/26/2025,974.0,2025-02-26,2025-03-05-1332,
2354,DEPARTMENT OF STATE,2/26/2025,931.0,2025-02-26,2025-03-05-1332,
2355,DEPARTMENT OF STATE,2/26/2025,830.0,2025-02-26,2025-03-05-1332,
2356,DEPARTMENT OF STATE,2/26/2025,720.0,2025-02-26,2025-03-05-1332,
2357,DEPARTMENT OF STATE,2/26/2025,696.0,2025-02-26,2025-03-05-1332,
2358,DEPARTMENT OF STATE,2/26/2025,650.0,2025-02-26,2025-03-05-1332,
2359,DEPARTMENT OF STATE,2/26/2025,649.99,2025-02-26,2025-03-05-1332,
2360,DEPARTMENT OF STATE,2/26/2025,616.0,2025-02-26,2025-03-05-1332,
2361,DEPARTMENT OF STATE,2/26/2025,569.62,2025-02-26,2025-03-05-1332,
2362,DEPARTMENT OF STATE,2/26/2025,495.0,2025-02-26,2025-03-05-1332,
2363,DEPARTMENT OF STATE,2/26/2025,316.0,2025-02-26,2025-03-05-1332,
2364,DEPARTMENT OF STATE,2/26/2025,300.0,2025-02-26,2025-03-05-1332,
2365,DEPARTMENT OF STATE,2/26/2025,250.0,2025-02-26,2025-03-05-1332,
2366,DEPARTMENT OF STATE,2/26/2025,110.0,2025-02-26,2025-03-05-1332,
2367,DEPARTMENT OF STATE,2/26/2025,100.0,2025-02-26,2025-03-05-1332,
2368,DEPARTMENT OF STATE,2/26/2025,95.0,2025-02-26,2025-03-05-1332,
2369,DEPARTMENT OF STATE,2/26/2025,1427654.0,2025-02-26,2025-03-05-1332,
2370,DEPARTMENT OF STATE,2/27/2025,3946720.0,2025-02-27,2025-03-05-1332,
2371,DEPARTMENT OF STATE,2/27/2025,2200000.0,2025-02-27,2025-03-05-1332,
2372,DEPARTMENT OF STATE,2/27/2025,2000000.0,2025-02-27,2025-03-05-1332,
2373,DEPARTMENT OF STATE,2/27/2025,1776023.0,2025-02-27,2025-03-05-1332,
2374,DEPARTMENT OF STATE,2/27/2025,1700000.0,2025-02-27,2025-03-05-1332,
2375,DEPARTMENT OF STATE,2/27/2025,1291563.0,2025-02-27,2025-03-05-1332,
2376,DEPARTMENT OF STATE,2/27/2025,1246669.0,2025-02-27,2025-03-05-1332,
2377,DEPARTMENT OF STATE,2/27/2025,1200000.0,2025-02-27,2025-03-05-1332,
2378,DEPARTMENT OF STATE,2/27/2025,1118000.0,2025-02-27,2025-03-05-1332,
2379,DEPARTMENT OF STATE,2/27/2025,991008.0,2025-02-27,2025-03-05-1332,
2380,DEPARTMENT OF STATE,2/27/2025,986679.0,2025-02-27,2025-03-05-1332,
2381,DEPARTMENT OF STATE,2/27/2025,1100000.0,2025-02-27,2025-03-05-1332,
2382,DEPARTMENT OF STATE,2/27/2025,855951.0,2025-02-27,2025-03-05-1332,
2383,DEPARTMENT OF STATE,2/27/2025,838677.0,2025-02-27,2025-03-05-1332,
2384,DEPARTMENT OF STATE,2/27/2025,800000.0,2025-02-27,2025-03-05-1332,
2385,DEPARTMENT OF STATE,2/27/2025,740010.0,2025-02-27,2025-03-05-1332,
2386,DEPARTMENT OF STATE,2/27/2025,740009.0,2025-02-27,2025-03-05-1332,
2387,DEPARTMENT OF STATE,2/27/2025,700000.0,2025-02-27,2025-03-05-1332,
2388,DEPARTMENT OF STATE,2/27/2025,558564.0,2025-02-27,2025-03-05-1332,
2389,DEPARTMENT OF STATE,2/27/2025,500000.0,2025-02-27,2025-03-05-1332,
2390,DEPARTMENT OF STATE,2/27/2025,350000.0,2025-02-27,2025-03-05-1332,
2391,DEPARTMENT OF STATE,2/27/2025,296003.0,2025-02-27,2025-03-05-1332,
2392,DEPARTMENT OF STATE,2/27/2025,275000.0,2025-02-27,2025-03-05-1332,
2393,DEPARTMENT OF STATE,2/27/2025,267821.0,2025-02-27,2025-03-05-1332,
2394,DEPARTMENT OF STATE,2/27/2025,250000.0,2025-02-27,2025-03-05-1332,
2395,DEPARTMENT OF STATE,2/27/2025,246669.0,2025-02-27,2025-03-05-1332,
2396,DEPARTMENT OF STATE,2/27/2025,242366.0,2025-02-27,2025-03-05-1332,
2397,DEPARTMENT OF STATE,2/27/2025,227351.0,2025-02-27,2025-03-05-1332,
2398,DEPARTMENT OF STATE,2/27/2025,193978.0,2025-02-27,2025-03-05-1332,
2399,DEPARTMENT OF STATE,2/27/2025,155346.0,2025-02-27,2025-03-05-1332,
2400,DEPARTMENT OF STATE,2/27/2025,143338.0,2025-02-27,2025-03-05-1332,
2401,DEPARTMENT OF STATE,2/27/2025,112295.0,2025-02-27,2025-03-05-1332,
2402,DEPARTMENT OF STATE,2/27/2025,84815.0,2025-02-27,2025-03-05-1332,
2403,DEPARTMENT OF STATE,2/27/2025,39504.0,2025-02-27,2025-03-05-1332,
2404,DEPARTMENT OF STATE,2/27/2025,35550.0,2025-02-27,2025-03-05-1332,
2405,DEPARTMENT OF STATE,2/27/2025,31368.0,2025-02-27,2025-03-05-1332,
2406,DEPARTMENT OF STATE,2/27/2025,25000.0,2025-02-27,2025-03-05-1332,
2407,DEPARTMENT OF STATE,2/27/2025,24994.0,2025-02-27,2025-03-05-1332,
2408,DEPARTMENT OF STATE,2/27/2025,23600.0,2025-02-27,2025-03-05-1332,
2409,DEPARTMENT OF STATE,2/27/2025,22384.0,2025-02-27,2025-03-05-1332,
2410,DEPARTMENT OF STATE,2/27/2025,18773.0,2025-02-27,2025-03-05-1332,
2411,DEPARTMENT OF STATE,2/27/2025,15543.0,2025-02-27,2025-03-05-1332,
2412,DEPARTMENT OF STATE,2/27/2025,14907.0,2025-02-27,2025-03-05-1332,
2413,DEPARTMENT OF STATE,2/27/2025,14642.0,2025-02-27,2025-03-05-1332,
2414,DEPARTMENT OF STATE,2/27/2025,14130.0,2025-02-27,2025-03-05-1332,
2415,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,2368492.0,2025-02-28,2025-03-05-1332,
2416,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,1739936.0,2025-02-28,2025-03-05-1332,
2417,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,1344044.0,2025-02-28,2025-03-05-1332,
2418,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,1125000.0,2025-02-28,2025-03-05-1332,
2419,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,1080149.0,2025-02-28,2025-03-05-1332,
2420,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,648444.0,2025-02-28,2025-03-05-1332,
2421,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,426660.0,2025-02-28,2025-03-05-1332,
2422,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,397892.0,2025-02-28,2025-03-05-1332,
2423,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,362818.0,2025-02-28,2025-03-05-1332,
2424,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,240544.0,2025-02-28,2025-03-05-1332,
2425,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,188746.0,2025-02-28,2025-03-05-1332,
2426,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,180704.0,2025-02-28,2025-03-05-1332,
2427,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,159646.0,2025-02-28,2025-03-05-1332,
2428,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,142182.0,2025-02-28,2025-03-05-1332,
2429,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,135000.0,2025-02-28,2025-03-05-1332,
2430,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,120174.0,2025-02-28,2025-03-05-1332,
2431,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,117000.0,2025-02-28,2025-03-05-1332,
2432,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,99998.0,2025-02-28,2025-03-05-1332,
2433,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,2000.0,2025-02-28,2025-03-05-1332,
2434,USAID,3/1/2025,4990297.0,2025-03-01,2025-03-05-1332,
2435,USAID,3/1/2025,11447250.0,2025-03-01,2025-03-05-1332,
2436,USAID,3/1/2025,10400000.0,2025-03-01,2025-03-05-1332,
2437,USAID,3/1/2025,19499932.0,2025-03-01,2025-03-05-1332,
2438,USAID,3/1/2025,19610209.0,2025-03-01,2025-03-05-1332,
2439,USAID,3/1/2025,6150000.0,2025-03-01,2025-03-05-1332,
2440,USAID,3/1/2025,13180808.0,2025-03-01,2025-03-05-1332,
2441,USAID,3/1/2025,24999996.0,2025-03-01,2025-03-05-1332,
2442,USAID,3/1/2025,28400000.0,2025-03-01,2025-03-05-1332,
2443,USAID,3/1/2025,74900000.0,2025-03-01,2025-03-05-1332,
2444,USAID,3/1/2025,8699992.0,2025-03-01,2025-03-05-1332,
2445,USAID,3/1/2025,19950000.0,2025-03-01,2025-03-05-1332,
2446,USAID,3/1/2025,6420000.0,2025-03-01,2025-03-05-1332,
2447,USAID,3/1/2025,18221339.0,2025-03-01,2025-03-05-1332,
2448,USAID,3/1/2025,11189659.0,2025-03-01,2025-03-05-1332,
2449,USAID,3/1/2025,6645455.0,2025-03-01,2025-03-05-1332,
2450,USAID,3/1/2025,18999710.0,2025-03-01,2025-03-05-1332,
2451,USAID,3/1/2025,23998650.0,2025-03-01,2025-03-05-1332,
2452,USAID,3/1/2025,5514000.0,2025-03-01,2025-03-05-1332,
2453,USAID,3/1/2025,17346000.0,2025-03-01,2025-03-05-1332,
2454,USAID,3/1/2025,14300000.0,2025-03-01,2025-03-05-1332,
2455,USAID,3/1/2025,14660000.0,2025-03-01,2025-03-05-1332,
2456,USAID,3/1/2025,16400000.0,2025-03-01,2025-03-05-1332,
2457,USAID,3/1/2025,29988896.0,2025-03-01,2025-03-05-1332,
2458,USAID,3/1/2025,18344644.0,2025-03-01,2025-03-05-1332,
2459,USAID,3/1/2025,6568590.0,2025-03-01,2025-03-05-1332,
2460,USAID,3/1/2025,6749679.0,2025-03-01,2025-03-05-1332,
2461,USAID,3/1/2025,7702376.0,2025-03-01,2025-03-05-1332,
2462,USAID,3/1/2025,11091143.0,2025-03-01,2025-03-05-1332,
2463,USAID,3/1/2025,15600000.0,2025-03-01,2025-03-05-1332,
2464,USAID,3/1/2025,14599485.0,2025-03-01,2025-03-05-1332,
2465,USAID,3/1/2025,11530000.0,2025-03-01,2025-03-05-1332,
2466,USAID,3/1/2025,29500000.0,2025-03-01,2025-03-05-1332,
2467,USAID,3/1/2025,39997824.0,2025-03-01,2025-03-05-1332,
2468,USAID,3/1/2025,10100000.0,2025-03-01,2025-03-05-1332,
2469,USAID,3/1/2025,11649983.0,2025-03-01,2025-03-05-1332,
2470,USAID,3/1/2025,19996912.0,2025-03-01,2025-03-05-1332,
2471,USAID,3/1/2025,56470286.0,2025-03-01,2025-03-05-1332,
2472,USAID,3/1/2025,14989027.0,2025-03-01,2025-03-05-1332,
2473,USAID,3/1/2025,9269317.0,2025-03-01,2025-03-05-1332,
2474,USAID,3/1/2025,12514730.0,2025-03-01,2025-03-05-1332,
2475,USAID,3/1/2025,10366746.0,2025-03-01,2025-03-05-1332,
2476,USAID,3/1/2025,21499999.0,2025-03-01,2025-03-05-1332,
2477,USAID,3/1/2025,4999968.0,2025-03-01,2025-03-05-1332,
2478,USAID,3/1/2025,3442238.0,2025-03-01,2025-03-05-1332,
