agency,uploaded_on,value,uploaded_dt,dt_scrape,description
DEPARTMENT OF STATE,2/26/2025,932911.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,932136.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,928395.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,925850.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,925000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,919588.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,916000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,914076.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,909254.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,901951.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,901443.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,900004.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,899998.31,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,893574.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,891876.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,890000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,888877.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,887781.6,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,887530.69,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,883139.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,875000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,874804.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,869170.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,869041.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,868278.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,865005.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,864060.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,860000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,855620.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,848566.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,845597.17,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,843000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,839272.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,838677.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,824083.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,820000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,816795.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,815028.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,1086196.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,808086.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,806995.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,802066.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,801450.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,799999.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,799976.01,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,799959.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,799855.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,799614.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,794620.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,790120.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,789343.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,789177.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,785053.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,784825.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,776919.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,771441.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,765000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,761665.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,759067.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,756000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,754951.1,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,754480.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,749996.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,749932.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,749918.12,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,749890.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,749358.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,748374.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,747583.21,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,741887.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,741300.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,740644.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,740335.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,740009.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,740000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,728804.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,725000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,723389.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,714853.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,714237.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,712803.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,709450.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,709140.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,707832.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,707000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,703645.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,702308.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,695018.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,692295.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,691250.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,690009.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,677726.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,676384.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,674000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,670547.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,670000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,666969.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,664930.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,663704.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,663266.45,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,659961.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,659486.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,659032.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,657665.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,652675.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,651477.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,650000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,649993.7,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,649216.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,648342.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,645033.06,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,644037.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,642710.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,641975.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,641745.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,640600.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,635928.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,635365.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,626218.95,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,625000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,620000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,618928.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,612233.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,3917825.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,604273.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,599827.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,594550.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,592500.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,581300.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,575160.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,574564.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,574562.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,573783.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,565915.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,562731.93,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,562125.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,561194.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,560628.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,560000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,558008.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,553413.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,552114.6,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,550750.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,550000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,549160.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,549069.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,546660.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,543086.5,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,541983.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,540000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,30021.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,530000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,526176.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,524990.52,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,522089.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,522082.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,520255.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,518997.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,513065.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,512635.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,511557.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,510610.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,510070.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,506250.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,505306.5,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499970.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499938.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499927.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499923.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499851.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499765.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499713.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499680.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499663.91,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499651.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499396.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499390.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,499043.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,498788.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,498271.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,496478.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,496007.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,495985.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,495401.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,493339.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,492132.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,491850.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,490712.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,490000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,480994.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,480000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,479774.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,478960.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,478290.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,477991.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,475980.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,473850.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,471352.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,470177.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,469611.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,464492.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,463450.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,463300.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,459982.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,459259.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,458365.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,450682.06,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,449981.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,449027.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,445182.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,444334.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,444005.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,441462.08,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,440824.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,440440.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,439560.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,435575.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,435224.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,435180.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,434098.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,432995.38,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,430537.6,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,429250.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,428437.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,428134.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,428000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,427021.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,426757.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,420000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,419802.21,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,416854.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,415093.43,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,414750.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,413558.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,410778.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,409794.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,408610.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,408451.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,405000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,400175.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,399995.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,399975.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,399867.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,399203.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,398803.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,398765.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,397200.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,396123.4,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,394671.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,394220.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,392941.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,390000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,387309.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,384900.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,382000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,381954.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,377000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,376622.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,375000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,371196.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,370322.74,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,370000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,17700.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,362468.55,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,359926.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,358840.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,353880.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,352494.16,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,351592.74,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,350241.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,348987.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,348040.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,343750.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,340541.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,340308.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,332349.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,330097.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,329951.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,324954.25,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,320000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,317386.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,316000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,311748.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,308881.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,308005.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,307446.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,306561.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,303050.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,301278.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,300704.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,300003.42,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,299998.88,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,299996.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,299995.89,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,299995.2,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,298499.5,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,298160.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,296284.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,295112.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,293360.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,290700.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,290000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,289887.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,288854.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,288546.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,287779.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,285888.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,285046.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,285000.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,279725.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,278918.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,276325.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,276038.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,272321.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,266996.5,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,266970.0,2025-02-26,2025-03-05-1332,
DEPARTMENT OF STATE,2/26/2025,265000.0,2025-02-26,2025-03-05-1332,
